start	end	text
2109520	2113200	put up lights, took a thousand photos and that was the best one.
2113280	2115520	Like, you know, but it looks effortless.
2115520	2119440	And I think good developer relations, good videos and things like that are like that,
2119440	2124800	right? It's born of a lot of, of iteration, of a lot of retries and a lot of reshoots
2125440	2131120	to produce something that feels, uh, solid, that feels good, that feels effortless
2131120	2132160	when somebody watches it.
2132160	2136160	Doesn't mean that it's perfect, um, but it, but it, but it, it sort of melds.
2136160	2137760	And I mean, we have that in development too.
2137760	2141840	I, I like to tell people that like when you get a good designer that puts a good design
2141840	2143760	together for you, it's like a website.
2143760	2147360	It's like you can't tell what the HTML elements are that built it.
2147360	2149600	It just turns into a painting.
2149600	2155440	And I said, it doesn't take a lot sometimes, a little bit of spacing mess up, a little bit
2155440	2160160	of style, oddness and the whole cohesiveness of the design fractures.
2160160	2162480	And you go, that's clearly a div.
2162480	2163440	That's clearly an input.
2163440	2164480	That's clearly a button.
2164480	2164960	That's clear.
2164960	2167200	And it just turns into all the constituent elements.
2167200	2168320	So there's just something about that.
2168480	2173840	Like when, when something finally congeals at the end, it looks well polished.
2173840	2179520	Um, and, uh, it doesn't take a lot of deviance from that for people to see
2179520	2182880	behind the scenes of it a little bit, which is, I think is super interesting.
2183440	2185360	I guess that sounds like that should be intimidating.
2185360	2190080	I actually get inspired by it because I think it's really cool to find that point
2190080	2191760	when everything kind of blends together.
2193280	2197600	I think so too, because from challenges, that's where you learn the most,
2197600	2203360	you know, it's, it's like, as much as I was intimidated by this whole partnership with
2203360	2206880	Vercel, I got to learn a lot from it.
2206880	2211600	Like how you, um, you started actually forming partnership.
2211600	2212480	What is the point?
2212480	2215200	What are we trying to do and create sales pipeline?
2215200	2216240	All that stuff.
2216240	2217520	Community management.
2217520	2223520	It gives you that mindset that, you know what, community is more than just the number.
2223600	2231840	It's more about how you help the people succeed, you know, what it's, it's more than that.
2231840	2233360	That's, that's what I learned.
2233360	2239360	And with blogging as well, I mean, as much as I was a blog myself, a blogger myself,
2239360	2244400	as a hobby, I learned that there's a lot of work that goes into blogging
2244400	2249280	and how you can make a blog stand out, how you can communicate with your target audience,
2249280	2251280	how to capture people's attention.
2251360	2255920	That kind of stuff, I learned that in my role.
2255920	2264480	And so being flexible too, it does help to, to, to expect the unexpected and learning how to
2264480	2268160	adapt to those circumstances is really important.
2268160	2275520	And I would say those are one of the skills I also gained and community and communication
2275520	2278480	with different departments within the team.
2279200	2286400	And so it might seem intimidating, but it is for a good cause because it does open your mind
2286400	2289680	to a lot of things, things that you have never thought about.
2289680	2294080	And when you face something like that, again, then you know what to do.
2294080	2297600	And if you face another problem, then it's, it's a learning opportunity.
2297600	2301360	So I take these challenges as a learning opportunity.
2302320	2305040	And, you know, I like how this connects to the Twitter piece.
2305040	2308240	And I think it's maybe part of the reason why you enjoy it is I think one of the
2308240	2312160	recipes for success in developer relations and advocacy is, is authenticity.
2312960	2319040	Developers are better than average at sniffing out inauthentic contributors
2319040	2321840	or brands hiding behind developer relations.
2321840	2326720	They know when they're being sold to, but they love when they're being related to
2326720	2328400	and when they're really being engaged.
2328400	2332800	And so I think that can sometimes be challenging for people at the beginning,
2332800	2336880	because if you don't feel strong in your own brand or in the brand of the company,
2337520	2339520	in your approach, that can be tough.
2339520	2342400	And it can be tough sometimes to sustain.
2342400	2345440	I tell people like, you can make a discord all you want,
2345440	2347520	and you can get a couple people to join.
2347520	2350560	But can you get the conversation to keep going so that it's there in a month?
2350560	2354160	So that it's there in a year, you know, you can get somebody to read a blog.
2354160	2358480	But can you create a platform where people will want to keep coming back to read your blogs?
2358480	2359920	That is hard.
2359920	2361200	There's not a shortcut for it.
2361200	2362640	There's no magic recipe for it.
2362640	2367040	But it is a lot harder, or not harder, again, not to be intimidating.
2367040	2370160	It's a lot more of a challenge than people might give it credit for.
2371600	2375440	It's even a slightly different skill set than just producing an individual piece of content,
2375440	2380480	is to slot that into where is my community that's sort of starting to grow,
2380480	2383120	and it's starting to smoke and turn into a small flame,
2383120	2387200	and how do I keep feeding them with more outlets, more videos, more content,
2387200	2388640	so that it actually catches.
2388720	2392080	And then to see a community begin to self-sustain,
2393040	2398240	I mean, that has to be such a feeling of pride and happiness in that job.
2398240	2400320	I don't know if you've got to experience that as well.
2402480	2405280	Well, I do experience that.
2405280	2410960	It's like, I don't know, we must remember that behind these communities,
2410960	2412720	it's real people.
2412720	2414240	Those are real people.
2414240	2415840	The same with Tech Twitter.
2415840	2417680	Those accounts, the actual people.
2417760	2418880	I'm an actual person.
2418880	2420320	I'm not an AI robot.
2420880	2425360	And so people cannot be programmed to come back for more.
2425360	2426800	They're not callback functions.
2427600	2428560	Okay, that was lousy.
2428560	2429920	I should have said that.
2429920	2438640	But it's really hard to get someone to come back,
2438640	2442000	to actually like your things, and come back for more.
2442000	2447280	And so it's a skill that I think it's so hard to craft,
2447280	2451520	and to what is the word, to master.
2451520	2456320	And so it's like you find what people are looking for,
2456320	2458560	and you pay attention to what people need.
2459200	2462880	And once you give people what they want,
2462880	2464800	and they see that you're listening to them,
2464800	2466960	they see that you hear the cries they're paying,
2467600	2472720	then I guess that will also help with them being able to trust
2472720	2474160	that you are doing this for them.
2474160	2476720	And then they can come back for more.
2476720	2480560	And if someone else they know are facing similar problems,
2480560	2482240	they know which community,
2482240	2485600	which company they can direct those people to.
2485600	2488720	And that also creates marketing.
2488720	2493520	You know, word of mouth is the most powerful marketing tool out there.
2493520	2499600	And so you do want to make sure that the people you are taking care of,
2499600	2503280	they feel safe, they feel appreciated.
2503280	2506560	And once they feel the trust, the credibility,
2506560	2510160	then they have no doubt but to come back.
2510160	2512880	And yeah, like I said, it's not easy.
2512880	2514560	I'm not mastering it.
2514560	2516000	It's something I'm learning to.
2516720	2519360	And yeah, that's the job.
2519360	2520640	It's all about learning.
2520640	2522640	It's all about facing challenges.
2522640	2527200	And yeah, crying sometimes, but tears of joy.
2529040	2530480	And that's where the community helps.
2530480	2534320	You know, what I love about some of the names in the community
2534320	2539920	that you've talked about is that a lot of them are relatively junior in their careers.
2539920	2544720	And I love that learning in public became a trend.
2544720	2546720	And supporting each other, learning in public,
2546720	2549680	became one of the foundational elements of Tech Twitter.
2549680	2552560	Again, I know there's a lot of noise out there and a lot of nastiness at times.
2552560	2556640	But that core of it, I think, is exciting.
2556640	2559120	Because it does mean that when things are hard,
2559120	2560880	you at least have some people you can go to and say,
2560880	2561920	wow, this is really hard.
2561920	2563440	And people can say, I agree.
2563440	2566000	It is actually sometimes really hard.
2566720	2570480	And I like that word that we can at times be a humble community
2570480	2575120	and not be afraid to admit that sometimes this is overwhelming for all of us.
2575120	2578400	And so that if you're feeling that way as somebody who's either just starting out
2578400	2582320	on their self-taught journey or is lost looking for a job right now,
2583600	2587360	there are a lot of people like you out there that you can connect with
2588080	2589920	on Twitter or other spaces as well.
2589920	2592800	Discord's been a great place these days to find those people as well.
2594800	2600000	Yes, but I must admit, I am actually not as active on Discord.
2600000	2604800	Like, it's like, Twitter's my cave, like my bad cave.
2604800	2607280	I'm always on Twitter all the time.
2607280	2608640	Discord for some reason.
2608640	2613440	I don't know what, but it's not doing it for me for some reason.
2614080	2615280	But I do try.
2615280	2619040	I would say there are a lot of great communities that I've joined on Discord.
2619680	2623200	For example, the 4C community, which is ran by Francesco.
2623600	2629040	It also does have a lot of newbies, a lot of people who are interested in tech.
2629040	2634720	And he also helps them out with resources for learning and for web-free resources.
2634720	2642000	So that's Francesco and another community is, I think coding newbies does have one too.
2642000	2646320	On Discord, if I'm not mistaken, the name itself, it says it all,
2646320	2647200	coding newbies.
2647200	2650400	So that's a great place to also connect with people.
2650400	2655920	It might not be people who are like new in tech, but you will find that
2655920	2660880	someone is learning the exact same thing as you and the conversation can skyrocket
2660880	2665840	into something else, a great connection, friendship, whatever you would like to name it.
2665840	2668640	And so Discord does have great communities.
2668640	2670320	Oh, and Eddie Hub, and Eddie Hub.
2670320	2671440	How can I forget, Eddie Hub?
2672720	2673600	Yes, Eddie.
2674160	2678480	And yeah, those are a few communities I can name the great communities.
2679200	2681600	And yeah, people use Discord.
2681600	2682800	Don't be like me.
2682800	2684080	You'll find a lot of value.
2685840	2686320	You'll find.
2687840	2689760	Yeah, use Discord.
2690640	2691600	It's taste their own.
2691600	2692960	I mean, I think that's the lesson, right?
2693760	2697040	Just finding your niche to contribute to any particular platform is find the platform that
2697040	2697920	works best for you.
2697920	2701600	I know people who never resonated with any platform they sell, they started contributing
2701600	2702480	on LinkedIn.
2702480	2704080	And that's where they found their tribe.
2704080	2706000	And that's where they really resonated with people.
2706000	2711440	And it's like, yeah, let's take advantage of the existence of so many social networks and
2711440	2714240	not feel compelled to necessarily engage with all of them.
2714240	2717680	But to find the tribe again, that works best for us.
2718640	2719840	I agree.
2719840	2720320	I agree.
2720320	2721200	Thank you so much.
2721760	2726560	I'm just like, it doesn't help to be everywhere at once.
2726560	2729760	So just stick with one place that you like.
2729760	2731680	I grew on Twitter.
2731680	2735200	I can't imagine starting my growth on LinkedIn.
2735200	2738000	It's like, well, people are serious.
2739120	2740720	It's all seriousness.
2740720	2745760	So it's like, yeah, stick to one platform, grow, make friends there.
2745760	2748480	And you don't have to worry about anything else.
2748480	2751760	I guess, you know, just find what works for you.
2751760	2752560	Don't be pressured.
2753840	2755280	Now, we're wrapping things up here.
2755280	2757520	But at the end, we like to ask a little bit of a fun question.
2757520	2761040	And I happen to see, well, looking into your profile that you are a big
2761600	2762960	Marvel cinematic universe fan.
2762960	2763520	Oh, yes.
2763520	2767600	So at the time that this will come out, it'll be pretty close to when the movie comes out.
2767600	2770720	But I'm curious, how excited are you for Ant-Man and the Wals?
2770720	2772800	Are you going to be there day one?
2773440	2774560	Are you super excited?
2776560	2778080	Let me tell you something.
2778080	2782240	I bought the ticket two weeks ago.
2782240	2784000	That's how prepared I am.
2784000	2789120	I was like, on Friday, 2pm, because that's the time it's going to play for us.
2789120	2792160	2pm afternoon, Ant-Man is playing.
2792160	2794480	And to be honest, I'm actually afraid.
2800720	2803120	Ant-Man is my favorite.
2803680	2805760	It's my favorite MCU character.
2805760	2809040	You will even see on my bio, I have a spider.
2809040	2810880	I mean, not a spider, an ant.
2810880	2815120	That ant, a lot of people don't figure it out that, oh, that ant is for Ant-Man.
2815120	2816480	That emojis for Ant-Man.
2816480	2822240	So if Ant-Man dies, if Paul Rudd dies, oh, no, people, I don't think I'll recover.
2822240	2826880	So hopefully it might be, it might be if you're listening to this podcast
2826880	2828320	that you have now seen the movie.
2828880	2831360	And so if the unfortunate has happened,
2831360	2834480	please reach out to Tricia and make sure that she's doing well in her time of mourning.
2834480	2838000	But I didn't know, I thought that was just because of the movie coming out.
2838000	2839760	I didn't realize that was more of a global thing.
2839760	2842480	Well, I wish you luck then watching the movie.
2842480	2845600	So I will also be there the first weekend,
2845600	2850480	because I cannot avoid spoilers for very long, you know, there's the downside of social media.
2850480	2852640	So I need to see things on opening night or else.
2852640	2855840	The spoilers, the spoilers are so bad.
2855840	2860560	I tell you, the people who spoil Marvel movies are not Marvel fans.
2860560	2866560	I said it because if you are a true Marvel fan, you would never spoil that for another fellow person.
2866560	2873040	So if you are DC, please stop, stop posting, please.
2874880	2876240	All right, well, we'll leave it there.
2876240	2878560	We hope that it, we hope that it's enjoyable.
2878560	2879920	I certainly hope that it's enjoyable as well.
2879920	2881120	I hope so.
2881120	2884880	I hope so, dude, like you have no idea how stressed I am.
2884880	2888080	I'm like, do I, do I have to buy it another time?
2888080	2890160	Because like, I'm so stressed out.
2890160	2893600	But anyway, I just hope Paul Rudd doesn't die or anyone doesn't die.
2894240	2899360	Like, but knowing Marvel in every third movie, someone dies.
2899360	2901680	So I have to be emotionally prepared.
2904320	2904800	All right.
2905600	2907040	Well, that's going to be it for us today.
2907040	2911200	Thank you everybody for listening to this modern web podcast and good luck to Paul Rudd.
2911200	2913520	And thank you, of course, to our guest, Trisha.
2913520	2915440	As always, the conversation does not stop here.
2915440	2920000	So you can find Trisha on Twitter, as we've talked about a lot today, at TrishaKS.
2920000	2923280	That's T-R-E-C-I-A-K-S.
2923280	2925840	You can find me online at Robosel.
2925840	2929760	As for the podcast, you can find us online at moderndotweb.com
2929760	2931440	or on Twitter at modern.web.
2931440	2932480	Hope to see you all next time.
2932480	2933120	Thanks, Trisha.
2934400	2935120	Thank you.
2935120	2935440	Bye.
2937040	2938080	Come on.
2938080	2938720	Come on.
2939520	2946880	This podcast is sponsored by VISTOT Labs, a firmware-cognostic consultancy that specializes
2946880	2948080	in JavaScript.
2948080	2951280	You can find them at VISTOT.C-O slash labs.
2951280	2957600	That's T-H-I-S-D-O-T dot C-O slash labs.
2968720	2975360	Come on, now, because we know the shuttle for you.
