start	end	text
1972400	1977400	these AWS native systems is most of the stuff you do want remotely,
1977400	1979400	like, your database, you want to remotely is great,
1979400	1981400	like, your queues running remotely is great.
1981400	1986400	The thing that sucks is when you make a change in your function code,
1986400	1989400	you don't want to wait for it to upload AWS,
1989400	1991400	which can take, like, five seconds to then, like,
1991400	1993400	have the whole feedback loop.
1993400	1997400	So SST originally has this brilliant idea of,
1997400	2000400	let's deploy 99% of your application for real,
2000400	2002400	because you're not changing it that frequently.
2002400	2005400	But for functions, let's deploy a fake function,
2005400	2007400	and when a request hits that function,
2007400	2009400	we're going to forward it to your local machine, execute it locally,
2009400	2011400	and then send the response back.
2011400	2013400	So what that means is when you make changes,
2013400	2015400	instead of waiting five seconds for the update,
2015400	2017400	it's, like, how fast ES build can run.
2017400	2020400	So, like, a 50 millisecond response time.
2020400	2022400	So we really originally started with figuring out,
2022400	2024400	it made the local development experience really good.
2024400	2026400	And since then, we've added a bunch of things around this
2026400	2028400	to solve other rough edges.
2028400	2030400	But today, when you do SST dev,
2030400	2033400	which basically brings up your SST app in local mode,
2033400	2035400	it feels like a normal, locally running app,
2035400	2037400	with all the benefits of most of it running in cloud.
2037400	2039400	And there's not much difference when you deploy to production.
2039400	2041400	It's pretty much the exact same environment
2041400	2043400	as what you had in the dev mode.
2043400	2045400	Oh, that's cool.
2045400	2047400	And do you do any...
2047400	2049400	I don't know if you said this or not.
2049400	2051400	Does SST do edge functions as well?
2051400	2054400	Yeah, so we don't have native contract.
2054400	2058400	So SST offers, like, a set of, like, native SST contracts.
2058400	2060400	We don't have one yet for edge functions.
2060400	2064400	But you can drop down into CDK and deploy an edge function yourself.
2064400	2069400	It's just a little more complicated and not as nice as the other SST contracts.
2069400	2071400	But we probably will support this eventually.
2071400	2073400	Yeah, that's one thing I've always been wondering about,
2073400	2077400	like, is, like, what does the local development environment look like
2077400	2079400	for developing edge functions?
2079400	2082400	Because you need to constrain the thing.
2082400	2086400	If you run it in Node, then someone's going to accidentally import a Node app
2086400	2088400	and then it doesn't work and then you deploy it.
2088400	2091400	So I know CloudFlare has MiniFlare, which is...
2091400	2094400	I think it's a Node environment that is, like,
2094400	2096400	they do something to pair it down.
2096400	2098400	You could obviously run it in Dino.
2098400	2101400	Do you have any thoughts there or is not something you've gone into?
2101400	2105400	No, so the one thing I should mention is AWS's edge functions
2105400	2107400	are actually just normal Node.js functions.
2107400	2109400	So they are the only provider that lets you run Node at the edge.
2109400	2110400	Oh, okay.
2110400	2111400	So they're actually...
2111400	2112400	We don't really have that problem.
2112400	2115400	We're just going to, you know, run Node locally and it'll be fine.
2116400	2119400	Yeah, but for the other services like CloudFlare,
2119400	2123400	they basically just let you run the exact runtime they're running at edge locally
2123400	2125400	and that'll kind of constrain it.
2125400	2128400	So you have a replicated environment locally.
2128400	2132400	And probably not an issue for all that much longer,
2132400	2136400	given last week, CloudFlare announced that it now supports
2136400	2138400	a whole bunch more of the Node APIs.
2138400	2142400	Dino now has parity with Node and Oban.
2143400	2146400	So at a certain point, we're just going to have the Node API
2146400	2148400	that will literally run anywhere.
2148400	2151400	And maybe at that point, we run everything in an edge function?
2151400	2152400	Yeah, I think edge functions...
2152400	2153400	I'm just talking about my butt here.
2153400	2154400	I don't really know.
2154400	2157400	Well, so the reason we haven't built Edge...
2157400	2160400	So we're very user driven, so we're only really going to build stuff
2160400	2162400	when people start asking for it.
2162400	2164400	And no one's really asked for Edge functions.
2164400	2168400	And the reason is they're kind of an awkward fit in your infrastructure.
2168400	2171400	The way I like to describe it is, imagine you have a string
2171400	2174400	and there's different beads that are on the string.
2174400	2175400	One bead is a user.
2175400	2177400	The other bead is, let's say, your API
2177400	2180400	and the other bead is your database.
2180400	2184400	If you start to move your API, so your functions closer to the user,
2184400	2186400	they're now further away from your database.
2186400	2189400	So now, round trips to your database are more expensive.
2189400	2191400	So you can move the function closer to the user.
2191400	2195400	But if you need to make two database calls to process that request,
2195400	2197400	it might actually be slower overall.
2197400	2199400	Then there's a question of moving...
2199400	2202400	Okay, can we just move the database closer to the user as well?
2202400	2205400	But then now that database is further away from the other database nodes.
2205400	2210400	So you're always going to be constrained by distributed systems problems.
2210400	2212400	I think there's a lot of hype around Edge right now,
2212400	2216400	but I think outside of a front-end rendering stuff,
2216400	2220400	there's not really much adoption and serving back-end requests.
2220400	2221400	Interesting.
2221400	2222400	That's really good to know.
2222400	2226400	Can you talk a little bit about databases as well in terms of SSD?
2226400	2227400	What should we be using?
2227400	2230400	Yeah, so we support two databases out of the box.
2230400	2233400	One is DynamoDB, and the other is RDS.
2233400	2236400	AWS has a relational...
2236400	2240400	It's a serverless relational database service.
2240400	2243400	So my SQL or Postgres, you can deploy it in this.
2243400	2245400	It's not really serverless, like fake serverless.
2245400	2249400	They'll kind of turn it on and off and auto-scale it for you.
2249400	2250400	We support it.
2250400	2254400	We don't recommend anyone to actually use it unless they're forced to use only AWS
2254400	2258400	services because things like planet scale and like neon,
2258400	2263400	much better options for running relational databases in a serverless way.
2263400	2267400	And on a DynamoDB side, DynamoDB is an excellent, excellent database,
2267400	2271400	and it works incredibly well with serverless environments
2271400	2273400	and serverless architectures.
2273400	2275400	It is a challenge to learn.
2275400	2278400	There's a pattern in it called single-table design.
2278400	2281400	If you're coming from mostly relational databases,
2281400	2284400	it's going to seem really, really weird for you.
2284400	2287400	It is really great, and I think it's worth the time learning,
2287400	2290400	because if you learn it, you can build systems that basically scale infinitely,
2290400	2293400	and you never have to worry about database scaling ever again.
2293400	2296400	But if you don't really have that burning need,
2296400	2301400	then I would say go to some of these new relational database services like planet scale.
2301400	2305400	So people coming from non-relational databases like a Mongo context,
2305400	2309400	would they be more likely to grasp some of the context,
2309400	2312400	or is it his own thing entirely?
2312400	2314400	I tried it. It's freaking awful.
2314400	2316400	I could not pick it up, yeah.
2316400	2320400	So hypothetically, a Mongo developer should be able to pick it up,
2320400	2323400	but I think a lot of just given Mongo's history,
2323400	2326400	a lot of people using Mongo aren't using it the right way.
2326400	2330400	But yeah, so I think if you're coming from something like Cassandra
2330400	2335400	or a lot of the other maybe less popular, no-SQL databases,
2335400	2338400	it's very familiar, and you kind of understand the constraints.
2338400	2342400	There's a little bit of a misconception with no-SQL in that you can't use it
2342400	2345400	for relational database, relational data.
2345400	2349400	All data is relational, like I've never seen a non-relational dataset.
2349400	2351400	You can model all of it in Dynamo.
2351400	2353400	It's just very different and very weird.
2353400	2358400	I use it for most of my projects, but we definitely acknowledge there's a big learning curve.
2358400	2359400	That's good.
2359400	2366400	So we have an entire show on serverless databases where we talked about
2366400	2368400	relational versus non-relational.
2368400	2372400	And I ended up saying I really like the planet scale approach,
2372400	2377400	because you can just use whatever adapter, if you know MySQL,
2377400	2380400	or you can use whatever library that you're used to using
2380400	2385400	and whatever, then local development is great.
2385400	2389400	And then you can deploy the thing to a service that does make it serverless.
2389400	2392400	And I thought that was a really neat approach.
2392400	2393400	Yeah, planet scale is great.
2393400	2397400	And it's kind of, we're trying to push most people down that route.
2397400	2400400	We just have, because we're in the AWS world, we have a lot of like
2400400	2404400	enterprise users that are like, we can't deploy a single thing outside AWS.
2404400	2410400	So they're stuck on RDS, which I really want AWS to catch up to planet scale there.
2410400	2412400	The gap is like ridiculous.
2412400	2413400	It's not even close.
2413400	2415400	What about built pipelines?
2415400	2420400	That's another thing that I go to Amazon and they tell you,
2420400	2425400	literally zip up your serverless function and press the upload button
2425400	2428400	and you can upload a zip file of a thing.
2428400	2430400	And I'm like, seriously, where's the like,
2430400	2433400	get deploy automatic build type of thing?
2433400	2435400	What's your solution to that?
2435400	2436400	Yeah, I'm going to give you some advice.
2436400	2439400	Just never log into AWS console ever again.
2439400	2442400	You never need to go into it.
2442400	2444400	And all the information in there is wrong.
2444400	2447400	So just don't go in there.
2448400	2451400	So with SST, because it's an infrastructure as code tool,
2451400	2456400	as a part of it is, we know everything that your application needs to deploy.
2456400	2458400	And we build everything for you.
2458400	2461400	So we like build all your functions in parallel, like do that all efficiently.
2461400	2467400	And we output that into a single artifact that we then deploy also for you.
2467400	2470400	You can split that up if you want to like build it first and then like deploy it later.
2470400	2473400	But typically people just build and deploy all at once.
2474400	2479400	So our CLI, you know, SST deploy will deploy everything for you.
2479400	2483400	And in terms of CI, that's actually where we make money.
2483400	2485400	So we have a product called seed.
2485400	2490400	It is a build tool that is optimized for SST and other serverless projects.
2490400	2494400	It just does a bunch of things that a generic build tool would never bother doing.
2494400	2498400	Just because we know the exact structure of your application.
2498400	2501400	So a lot of our users are using that to automate their builds
2501400	2505400	and do like PR environments and environments for different branches, things like that.
2505400	2508400	And we'll like do stuff like monitoring all this once it's deployed.
2508400	2513400	So because we know all the functions are deployed, we can add hooks to watch all the logs.
2513400	2516400	And if we see something that looks like an error, we can pull out the error, structure it,
2516400	2518400	kind of like how sentry would do.
2518400	2519400	So things like that.
2519400	2521400	That's how we monetize our open source stuff.
2521400	2522400	Thanks.
2522400	2523400	Oh, that's cool.
2523400	2529400	And would it also tell you things like how long your functions are taking to run?
2530400	2531400	And why not?
2531400	2534400	Or is that more you have to get into the AWS console and look at the graphs there.
2534400	2537400	Our goal is to eventually make it so you never actually need to go there.
2537400	2540400	We do have some basic observability tools right now.
2540400	2544400	We haven't invested a ton in it, but eventually we do want to understand what types of things
2544400	2548400	do people need to really see and service those?
2548400	2552400	And so seed is the company that you make money on.
2552400	2553400	You pay for that.
2553400	2558400	And then you guys just build SST as the open source project.
2558400	2563400	Yeah, the history of the company is a little bit funny because seed was originally built
2563400	2564400	first.
2564400	2566400	So SST didn't exist.
2566400	2570400	And the idea was, okay, there's people doing serverless stuff.
2570400	2572400	They're using a framework called serverless framework.
2572400	2575400	But there's not really a good CI tool for serverless framework.
2575400	2578400	Let's build a good CI tool for that.
2578400	2583400	So seed originally, and even to this day is really optimized for this other framework.
2583400	2587400	And it was launched, it grew, and it kind of continues to grow to this day.
2587400	2592400	At some point, we realized, oh, okay, even if we capture 100% of the existing serverless
2592400	2595400	market, that's a good business, but it's not an incredible business.
2595400	2600400	And we realized that our role actually is to make it so more people are building serverless
2600400	2602400	and identify, okay, what's stopping?
2602400	2607400	Like you guys, what's stopping any company that's being started right now from building
2607400	2608400	in this way?
2608400	2611400	And the answer was like, no AWS is really hard to use.
2611400	2612400	Yeah, yeah.
2612400	2613400	The developer experience sucks.
2614400	2617400	So that means we need to build our own framework to make this stuff more accessible.
2617400	2622400	Once we grow that more, then we can come back and kind of work on seed again and make it
2622400	2623400	more optimized for SSD.
2623400	2625400	We're starting to hit that phase right now.
2625400	2629400	I think in the second half this year, we're going to be going back to seed and really making
2629400	2631400	it a good product for SSD.
2631400	2632400	Nice.
2632400	2635400	So you're super experienced in AWS.
2635400	2642400	Do you have any tips or tricks for anybody who looks at the AWS page and has no idea what
2642400	2643400	to do or where to go?
2643400	2649400	Do you have any learning resources or ideas for how to pick up and understand AWS in a
2649400	2650400	more complete way?
2650400	2651400	Yeah.
2651400	2655000	The thing that bothers me a lot is I think you're kind of screwed from the second you sign
2655000	2661040	up for AWS because even setting up an account correctly, the default path is not puts you
2661040	2662040	in the wrong path.
2662040	2666520	It puts you into setting up like I am users and like creating credentials and like putting
2666520	2668320	them in some random file.
2668320	2671000	There's actually a really slick way to set all this stuff up.
2671000	2674160	I made a video on it so people can go look that up.
2674160	2675160	That's on your YouTube?
2675160	2676160	Yeah.
2676160	2677160	So that's the YouTube.
2677160	2681120	We have a ton of resources there on one using SSD but also just using AWS in like a
2681120	2682120	sane way.
2682120	2686920	I think the thing is a little bit different about us is we're not AWS like solutions architects.
2686920	2690000	Like we're not sitting here with like a bunch of certifications and doing things in this
2690000	2693120	like crazy complex AWS way.
2693120	2699600	We try to look at AWS and try to find like, okay, this isn't like best practice according
2699600	2702120	to like the official AWS guidelines.
2702120	2706920	But for most people, this is the right tradeoff and accessibility and like and something that
2706920	2708120	actually makes sense.
2708120	2712160	So a lot of our content is more geared to I just I'm just trying to get something done.
2712160	2717200	I'm trying to be practical and this will work for, you know, the foreseeable future.
2717200	2722480	So yeah, things like setting up it's called a AWS single sign on like so you can just log
2722480	2726640	in AWS or Google account and don't do all your credentials through that.
2727000	2730960	There's a bunch of little things like that that we try to cover in our like in the YouTube
2730960	2733680	content we make.
2733680	2737520	It is tricky and I think there is not a lot of good content out there for what you're
2737520	2738520	asking for.
2738520	2742520	There's a lot of AWS content, a lot of it's outdated and a lot of it doesn't have this
2742520	2747680	like practical mindset to it and our focus for this year is we're going to be focusing
2747680	2753120	a lot more on on the content stuff and helping people do this stuff a lot better.
2753120	2757280	A framework does like 90% of it because you can just start using it without really understanding
2757280	2760840	some of this stuff and over time you kind of naturally pick it up.
2760840	2764760	But like I said, like even the moment you sign up, you probably are led down the wrong
2764760	2765760	path.
2765760	2766760	So there's still a lot of gaps to fill.
2766760	2770520	So now it's the part of the show where we talk about basically we ask you questions.
2770520	2775400	We ask everybody that the types of things that are should be kind of quick one off easy
2775400	2776400	to answer questions.
2776400	2782080	So first and foremost, what kind of computer and set up are you using to work on love
2782080	2783080	this question.
2783080	2789400	I have a custom built PC that I've been building and rebuilding for years kind of like a ship
2789400	2791120	of DC situation.
2791120	2792120	It runs Linux.
2792120	2797440	I've been a full-time Linux user for 10 years or so, which makes me really annoying.
2797440	2799440	I'm a really annoying person.
2799440	2800440	Wow.
2800440	2801440	What district do you run?
2801440	2807760	Of course, I run Arch Linux, which is the most annoying OS to run.
2807760	2810360	What text editor theme and font are you rocking?
2810360	2812200	So I use NeoVim.
2812200	2815320	The theme is I think it's called Tokyo Knight.
2815320	2821120	The font is a Haskellogue, I think, which is like, there's a font called Haskellig and
2821120	2824160	Haskellogue is like a modified version of it.
2824160	2828880	I found it a long time ago and don't remember why I chose it, but here I am.
2828880	2834720	If you had to start coding from scratch today, or if you were giving somebody advice who's
2834720	2838560	picking up something to work on, what types of things would you recommend?
2838560	2839560	Yeah.
2839560	2845320	It's funny because when I first started coding, I got into it through C-sharp, which I thought
2845320	2847280	was a really great entry point.
2847280	2852560	It felt easy, accessible, and today I think everyone's getting into it through TypeScript,
2852560	2854560	which effectively just looks exactly like C-sharp.
2854560	2859200	You can just write C-sharp code into a TypeScript file and it probably will work.
2859200	2861320	From my point of view, it worked really well for me.
2861320	2866040	I know a lot of people worry about as a Type system in TypeScript, is that going to overwhelm
2866040	2869400	a beginner, I was script first.
2869400	2875360	My memory of learning C-sharp was I didn't really, that all made sense to me and having
2875360	2877600	structured what I was doing was great.
2877600	2881400	So I think TypeScript is a boring answer because I think it's probably what most people would
2881400	2882400	say.
2882400	2884920	I think it is a great entry point.
2884920	2888640	Doing stuff in web is also great because you get to build stuff and you get to look
2888640	2889640	at it right away.
2889640	2894280	Everyone I was first learning, I loved that feedback loop of visually looking at something.
2894760	2896280	I've been loving Astro for that.
2896280	2901720	It reminds me of the old PHP days where I would just have a single file and I would
2901720	2904360	write stuff and I could refresh the browser and see it.
2904360	2906560	I think Astro reminds me a lot of that.
2906560	2911840	So I think like the mix of TypeScript and Astro is a good combination because you don't
2911840	2917040	have the complexity of Web Dev you would normally get, but you still are kind of learning the
2917040	2919800	tools you'll need once you go down that path.
2919800	2921840	What terminal and shell are you rocking?
2921840	2928720	So I use Alacrity and the shell is ZSH again, just old decisions that stuck that they worked
2928720	2929720	for me for years.
2929720	2930720	So I haven't reevaluated.
2930720	2931720	Ain't broke.
2931720	2932720	Don't fix it.
2932720	2933720	Yeah.
2933720	2934720	That's funny.
2934720	2935720	We just we just talked about Alacrity.
2935720	2940720	I'm pretty sure we call the Alacrity, which is I mean, I might be saying it wrong too.
2940720	2944120	These are words you never have to say out loud because you only just reading them on the
2944120	2946720	screen, especially a word like that.
2946720	2947720	Yeah.
2947720	2950280	Why do you use that terminal is that the best one on Linux?
2950320	2954000	So Alacrity, I think just has a lot of energy around it, like it's being actively developed.
2954000	2956160	It is somewhat newer.
2956160	2961320	It's written in Rust, which, you know, does a lot for a lot of people, but we got excited.
2961320	2963000	But yeah, it performs really well.
2963000	2964240	I actually don't know.
2964240	2970160	I think I used to use something called URVXT, I think it was called.
2970160	2972200	To be honest, the terminal wise, I can't really.
2972200	2977040	So I use something called i3 in Linux.
2977040	2981360	The tiling window manager, it basically puts everything on my screen.
2981360	2985240	It's a tiles, whether it's a browser or a terminal, whatever it is, manage all of it
2985240	2987480	through my keyboard and I have to use a mouse.
2987480	2992320	So the terminal itself doesn't really matter because it's kind of like all the terminal
2992320	2996600	specific features you'd expect, like tabs and stuff, it's picked in at a lower layer.
2996600	2997600	Nice.
2997600	2998600	Yeah.
2998600	2999600	Yeah.
2999600	3001280	That really is the way to be.
3001280	3007800	I'm starting to get into really getting my whole, oh, the entire OS, essentially on
3007800	3012920	the same keyboard shortcuts to do everything and just try to lock that down because so
3012920	3017560	often I think even like, you know, Wes and I, we write these keyboard shortcuts, we set
3017560	3022960	up these macros for like our text editor specifically, but not OS wide.
3022960	3026840	I'm sure Linux is way better for that anyways.
3026840	3030640	What about, what's something that you're excited for in the future of dev?
3031320	3035640	So I'm going to talk a little bit about Cloudflare because I think I'm very interested in their
3035640	3036640	path.
3036640	3041440	There's a lot of cloud providers or people trying to become cloud providers, but the
3041440	3045440	reality is AWS is the only one that really makes any money.
3045440	3049640	You can, of course, Azure makes money, but that's more just, they're like monetizing
3049640	3052960	the same customer base they've had for decades now.
3052960	3053960	Yeah.
3053960	3060760	And in terms of like making real money, like having young companies start on your platform
3060760	3065320	and grow into a billion dollar companies, AWS is really the only one playing that game
3065320	3071360	and winning it because you need to have a lot of primitives in place for it to really
3071360	3075200	be viable for you to serve these, you know, like these public companies that are operating
3075200	3076400	at huge scale.
3076400	3082800	I think Cloudflare is the first company that I'm seeing where they actually have a shot
3082800	3084720	at taking the same market share.
3084720	3088720	The primitives they have, they have way fewer primitives, but they're starting serverless
3088720	3089720	first.
3089720	3093160	So they don't have all these like, I'm going to call anything not service like a legacy
3093160	3094160	model.
3094160	3096480	It doesn't really make sense in the modern world.
3096480	3100840	They basically, so Cloudflare basically has like 10 primitives and these 10 primitives
3100840	3105600	are everything you need to build like 99% of applications.
3105600	3110880	I don't think a lot of people realize this yet, but it is technically possible today.
3110880	3116480	I'm really looking forward to new companies realize this and try to build like fully Cloudflare
3116480	3117480	native.
3117480	3122320	There's a lot of potential there, and I think I'm excited to see what that looks like.
3122320	3127760	Yeah, I've been a big Cloudflare user for a while, and I've been dipping into a lot
3127760	3133240	of their, both a lot of their hosting products, but also just like a lot of their pro features
3133240	3134240	as well.
3134240	3139080	And it's funny, whenever I ask about any of the Cloudflare features on Twitter, people
3139080	3142440	are just like, it's DNS and DDoS protection.
3142440	3145480	That's all they know about Cloudflare second man.
3145480	3150200	Little do you know that they're a massive, massive cloud company, and I think they're
3150200	3153680	going to really pull up in the next couple of years, if not already have.
3153680	3155440	Yeah, I've heavily invested in them also.
3155440	3159280	So I'm just going to put that to the slimmer.
3159280	3160280	I work on it.
3160280	3164680	It'll be a stuff in my hedges, my Cloudflare position in case Cloudflare dominates them.
3164680	3165680	That's fine.
3165680	3166680	Cool.
3166680	3167680	All right.
3168680	3169880	Oh, no, sick pics.
3169880	3171280	Do you have a sick pic for us today?
3171280	3173280	Yeah, I guess I already talked about it.
3173280	3176280	So planet scale, which we just talked about a little bit.
3176280	3180520	It is, I'm sure a lot of people have heard about it already, is an awesome solution.
3180520	3187120	I think what systems look like with and without planet scale, massively different and complexity.
3187120	3191840	At this point, if you're starting a new service or starting a new product, you need a database.
3191840	3192840	Just go to planet scale.
3192840	3195560	It's going to work for you really well and work for you for a long time.
3195560	3200040	So yeah, really, really excited about what they're doing, their roadmap and everything.
3200040	3201040	It's awesome.
3201040	3204640	It's solving problems that I've had for like my whole career, pretty much.
3204640	3205640	Sick.
3205640	3206640	Awesome.
3206640	3207640	And shameless plugs.
3207640	3208640	Would you like to plug?
3208640	3209640	Where can we find you?
3209640	3210640	Yeah.
3210640	3211640	So I'm mostly on Twitter.
3211640	3213920	THDXR is my username.
3213920	3219720	I'm working on something kind of funny that I don't know if you maybe have seen, we announced
3219720	3221840	it like a week ago.
3221840	3225960	We're working on a game show for developers.
3225960	3229680	So if you guys remember HQ trivia, you know, I would like your app would like light up
3229680	3232840	once a day and there'd be like a 10 minute game show that everyone could kind of take
3232840	3234360	part in live.
3234360	3236160	We're doing, we're trying to launch something like that.
3236160	3237160	It's called rebase.tv.
3237160	3241760	You can find it on Twitter or rebase.tv.
3241760	3245240	We haven't like launched our first game yet, but we're like in the process of building
3245240	3249640	the app and doing all the production and we want to have really great production quality.
3250640	3253880	But yeah, I think it would just be fun to have a thing that like, you know, the whole
3253880	3258120	developer community is doing at the same time once a week or whatever it is.
3258120	3259120	That's cool.
3259120	3261800	Yeah, it's amazing how HQ just came and went, right?
3261800	3264400	Well, we'll have to share the link for that, by the way, in the show notes.
3264400	3271080	But there was a, um, there's a really fantastic podcast that detailed the entirety of the
3271080	3275480	HQ rise and fall boom, bust HQ trivia.
3275480	3276480	Yeah.
3276480	3279320	And I think there's actually a documentary coming out about it.
3279320	3283640	We had this idea last week or two weeks ago as we were looking at HQ and yeah, we really
3283640	3287120	coincidentally, there's a new documentary coming out, but it might have, might already
3287120	3288120	be out.
3288120	3292720	I think TikTok is launching like an HQ concept as well.
3292720	3293720	It's smart.
3293720	3294720	Yeah.
3294720	3296520	It was a, I mean, it was a lot of fun.
3296520	3297520	Sick.
3297520	3298520	Awesome.
3298520	3299520	Well, thank you so much for coming on.
3299520	3305520	Appreciate all your time and insights into the world of serverless and AWS and SST.
3305520	3306520	Thanks so much for coming on.
3306520	3310520	You guys are, you know, moving some of your stuff, AWS and you're understandably confused.
3310520	3311520	Yeah.
3311520	3312520	Please let me know.
3312520	3314520	I kind of love helping people figure that out.
3314520	3315920	Free migrations, you say.
3315920	3316920	All right.
3316920	3318920	I'll take you up on it.
3318920	3319920	Cool.
3319920	3320920	All right.
3320920	3321920	Thanks again.
3321920	3322920	I'll talk to you later.
3322920	3329800	Head on over to syntax.fm for a full archive of all of our shows.
3329800	3333760	And don't forget to subscribe in your podcast player or drop a review.
3333760	3334760	If you like this show.
